transaction_id,product
13651,Tomato Sauce
13651,Popcorn
13651,Sugar
13652,Diapers
13652,Beer
13652,Toilet Paper
13652,Bread
13652,Tea
13652,Popcorn
13653,Beef
13653,Chips
13653,Milk
13653,Pasta
13653,Tortillas
13653,Detergent
13653,Tomato Sauce
13653,Popcorn
13654,Avocado
13654,Onions
13654,Chocolate
13655,Beef
13655,Cheddar
13655,Avocado
13655,Spinach
13655,Rice
13655,Croissants
13655,Tea
13656,Diapers
13656,Wine
13656,Cheddar
13656,Soap
13656,Yogurt
13656,Onions
13656,Sugar
13657,Avocado
13657,Eggs
13657,Yogurt
13657,Coffee
13657,Chocolate
13657,Sugar
13658,Eggs
13658,Cream
13658,Water
13658,Coffee
13658,Popcorn
13658,Sugar
13659,Rice
13659,Detergent
13659,Flour
13660,Tofu
13660,Avocado
13660,Spinach
13660,Tortillas
13660,Chocolate
13660,Onions
13660,Sugar
13661,Diapers
13661,Beef
13661,Tofu
13661,Avocado
13661,Beer
13661,Yogurt
13661,Apples
13661,Tea
13662,Rice
13662,Bagels
13662,Salmon
13662,Tea
13662,Popcorn
13663,Tortillas
13663,Chicken
13663,Bananas
13664,Croissants
13664,Tea
13665,Diapers
13665,Beer
13665,Chicken
13665,Tomatoes
13665,Bread
13665,Tortillas
13666,Rice
13666,Chicken
13667,Diapers
13667,Cheddar
13667,Chips
13667,Milk
13667,Spinach
13667,Chicken
13667,Soap
13667,Dish Soap
13668,Bread
13668,Rice
13669,Butter
13669,Beer
13669,Chicken
13669,Water
13669,Tomatoes
13669,Coffee
13669,Chocolate
13669,Bananas
13670,Butter
13670,Tofu
13670,Spinach
13670,Water
13670,Bread
13670,Rice
13670,Charcoal
13671,Butter
13671,Cheddar
13671,Beer
13671,Tomatoes
13671,Yogurt
13671,Flour
13671,Tomato Sauce
13671,Charcoal
13672,Tofu
13672,Chicken
13672,Spinach
13672,Detergent
13672,Bananas
13672,Salmon
13672,Popcorn
13673,Yogurt
13673,Dish Soap
13674,Beer
13674,Milk
13674,Croissants
13674,Beef
13675,Diapers
13675,Butter
13675,Eggs
13675,Toilet Paper
13675,Coffee
13675,Apples
13675,Bagels
13675,Onions
13675,Sugar
13676,Chips
13676,Eggs
13676,Bagels
13676,Flour
13676,Tea
13677,Beef
13677,Chips
13677,Milk
13677,Tomatoes
13677,Apples
13677,Tomato Sauce
13677,Dish Soap
13678,Cheddar
13678,Milk
13678,Cream
13678,Tomatoes
13678,Rice
13678,Croissants
13678,Cookies
13678,Detergent
13679,Wine
13679,Avocado
13679,Cheddar
13679,Tortillas
13679,Onions
13680,Eggs
13680,Milk
13680,Pasta
13680,Apples
13680,Chocolate
13680,Flour
13680,Onions
13681,Nuts
13681,Tomato Sauce
13682,Rice
13682,Detergent
13682,Spinach
13682,Dish Soap
13683,Diapers
13683,Beef
13683,Chicken
13683,Toilet Paper
13683,Rice
13683,Detergent
13683,Bagels
13684,Pasta
13684,Milk
13684,Tomato Sauce
13685,Wine
13685,Chips
13685,Eggs
13685,Chicken
13685,Soap
13685,Chocolate
13685,Detergent
13685,Tea
13686,Diapers
13686,Avocado
13686,Eggs
13686,Bread
13686,Tortillas
13686,Rice
13687,Tofu
13687,Eggs
13687,Beer
13687,Chicken
13687,Water
13687,Cookies
13688,Tofu
13688,Cream
13688,Apples
13688,Tortillas
13688,Salmon
13688,Tea
13689,Tofu
13689,Nuts
13689,Avocado
13689,Chips
13689,Coffee
13689,Pasta
13689,Detergent
13689,Dish Soap
13689,Sugar
13690,Nuts
13690,Pasta
13690,Apples
13690,Croissants
13690,Chocolate
13690,Tomato Sauce
13690,Salmon
13690,Popcorn
13691,Rice
13691,Chocolate
13692,Cheddar
13692,Charcoal
13692,Tortillas
13692,Toilet Paper
13693,Soda
13693,Toilet Paper
13694,Wine
13694,Chips
13694,Spinach
13694,Soap
13694,Rice
13694,Detergent
13694,Tea
13694,Dish Soap
13695,Diapers
13695,Avocado
13695,Milk
13695,Bread
13695,Apples
13695,Cookies
13696,Apples
13696,Soda
13696,Tea
13697,Avocado
13697,Yogurt
13697,Chocolate
13697,Croissants
13697,Flour
13698,Beef
13698,Cheddar
13698,Avocado
13698,Cream
13698,Croissants
13698,Bagels
13699,Nuts
13699,Cheddar
13699,Eggs
13699,Cream
13699,Tortillas
13699,Apples
13699,Dish Soap
13700,Muffins
13700,Beef
13700,Water
13700,Coffee
13700,Detergent
13700,Bananas
13700,Dish Soap
13701,Nuts
13701,Toilet Paper
13701,Tomatoes
13701,Coffee
13701,Tortillas
13701,Detergent
13701,Cookies
13701,Onions
13701,Sugar
13702,Chicken
13702,Cream
13702,Coffee
13702,Rice
13702,Flour
13702,Charcoal
13702,Onions
13702,Sugar
13703,Pasta
13703,Milk
13704,Eggs
13704,Beer
13704,Spinach
13704,Soap
13704,Sugar
13705,Spinach
13705,Charcoal
13705,Cream
13705,Chocolate
13706,Muffins
13706,Butter
13706,Avocado
13706,Cookies
13706,Bagels
13706,Detergent
13706,Tomato Sauce
13706,Dish Soap
13707,Wine
13707,Chips
13707,Milk
13707,Apples
13707,Cookies
13708,Diapers
13708,Cheddar
13708,Beer
13708,Chocolate
13708,Croissants
13708,Flour
13708,Dish Soap
13709,Soap
13709,Butter
13710,Butter
13710,Tofu
13710,Cream
13710,Water
13710,Yogurt
13710,Coffee
13710,Bananas
13710,Sugar
13711,Beef
13711,Chicken
13711,Toilet Paper
13711,Coffee
13711,Rice
13711,Apples
13711,Soda
13711,Onions
13711,Sugar
13712,Nuts
13712,Tomatoes
13712,Flour
13712,Tomato Sauce
13712,Dish Soap
13713,Butter
13713,Tofu
13713,Bread
13713,Pasta
13713,Apples
13713,Bananas
13713,Charcoal
13713,Onions
13713,Tomato Sauce
13714,Nuts
13714,Soda
13714,Flour
13714,Onions
13714,Dish Soap
13714,Sugar
13715,Coffee
13715,Spinach
13715,Butter
13715,Sugar
13716,Milk
13716,Tomatoes
13716,Pasta
13716,Rice
13716,Tomato Sauce
13716,Tea
13717,Dish Soap
13717,Sugar
13718,Milk
13718,Tomatoes
13718,Toilet Paper
13718,Bananas
13718,Detergent
13718,Tomato Sauce
13719,Onions
13719,Chocolate
13720,Milk
13720,Cookies
13721,Nuts
13721,Milk
13721,Yogurt
13721,Bagels
13721,Charcoal
13722,Diapers
13722,Butter
13723,Butter
13723,Tofu
13723,Avocado
13723,Water
13723,Soap
13723,Coffee
13723,Salmon
13723,Sugar
13724,Coffee
13724,Spinach
13724,Toilet Paper
13724,Sugar
13725,Wine
13725,Cheddar
13725,Tomatoes
13725,Apples
13725,Chocolate
13725,Tomato Sauce
13726,Tofu
13726,Chips
13726,Soap
13726,Rice
13726,Soda
13726,Apples
13726,Cookies
13726,Onions
13727,Beef
13727,Wine
13727,Cheddar
13727,Spinach
13727,Bread
13727,Popcorn
13727,Dish Soap
13727,Sugar
13728,Muffins
13728,Nuts
13728,Bread
13728,Cookies
13728,Salmon
13728,Popcorn
13728,Sugar
13729,Diapers
13729,Wine
13729,Cheddar
13729,Yogurt
13729,Croissants
13729,Soda
13729,Tea
13730,Chocolate
13730,Tea
13730,Cookies
13730,Tomato Sauce
13731,Beef
13731,Nuts
13731,Chocolate
13731,Cookies
13731,Salmon
13731,Charcoal
13731,Sugar
13732,Muffins
13732,Wine
13732,Cheddar
13732,Chips
13732,Beer
13732,Water
13732,Toilet Paper
13732,Bagels
13732,Dish Soap
13733,Beef
13733,Cheddar
13733,Beer
13733,Coffee
13733,Soap
13733,Pasta
13733,Tomato Sauce
13733,Sugar
13734,Coffee
13734,Pasta
13734,Soda
13734,Detergent
13734,Tomato Sauce
13734,Sugar
13735,Soap
13735,Tortillas
13735,Chocolate
13735,Nuts
13736,Tofu
13736,Bagels
13736,Tomato Sauce
13736,Salmon
13736,Tea
13736,Sugar
13737,Muffins
13737,Chips
13737,Apples
13737,Detergent
13738,Butter
13738,Wine
13738,Cheddar
13738,Cookies
13738,Charcoal
13738,Onions
13738,Sugar
13739,Soda
13739,Dish Soap
13740,Muffins
13740,Cream
13740,Chocolate
13740,Tofu
13741,Tofu
13741,Bread
13741,Chocolate
13741,Flour
13741,Popcorn
13742,Toilet Paper
13742,Popcorn
13742,Detergent
13743,Soap
13743,Tomatoes
13744,Diapers
13744,Beef
13744,Chicken
13744,Cream
13744,Apples
13744,Chocolate
13745,Butter
13745,Tofu
13745,Cheddar
13745,Apples
13745,Detergent
13745,Bananas
13745,Charcoal
13745,Tomato Sauce
13746,Milk
13746,Apples
13746,Chocolate
13746,Popcorn
13747,Onions
13747,Tomatoes
13748,Toilet Paper
13748,Coffee
13748,Soap
13748,Bagels
13748,Flour
13748,Charcoal
13748,Popcorn
13748,Sugar
13749,Milk
13749,Chicken
13749,Popcorn
13749,Detergent
13750,Muffins
13750,Butter
13750,Nuts
13750,Wine
13750,Cheddar
13750,Chips
13750,Bread
13750,Onions
13751,Chips
13751,Spinach
13751,Toilet Paper
13751,Charcoal
13751,Onions
13752,Chicken
13752,Pasta
13752,Chocolate
13752,Tomato Sauce
13752,Salmon
13752,Dish Soap
13752,Sugar
13753,Avocado
13753,Tomatoes
13753,Tortillas
13753,Soda
13753,Dish Soap
13753,Sugar
13754,Apples
13754,Beef
13754,Flour
13754,Soda
13755,Butter
13755,Tofu
13755,Avocado
13755,Tomatoes
13755,Toilet Paper
13755,Tortillas
13755,Detergent
13755,Tea
13756,Avocado
13756,Tortillas
13756,Tomato Sauce
13756,Pasta
13757,Flour
13757,Tomato Sauce
13758,Diapers
13758,Tofu
13758,Chips
13758,Beer
13758,Cream
13758,Eggs
13758,Soda
13758,Bagels
13758,Salmon
13759,Tofu
13759,Avocado
13759,Chips
13759,Water
13759,Toilet Paper
13759,Bananas
13760,Diapers
13760,Tofu
13760,Beer
13760,Chicken
13760,Croissants
13760,Flour
13761,Diapers
13761,Beer
13761,Spinach
13761,Soap
13761,Bananas
13761,Salmon
13761,Tea
13761,Popcorn
13762,Butter
13762,Nuts
13762,Avocado
13762,Chicken
13762,Water
13762,Salmon
13763,Diapers
13763,Butter
13763,Eggs
13763,Beer
13763,Milk
13763,Coffee
13763,Salmon
13763,Charcoal
13763,Popcorn
13763,Sugar
13764,Tofu
13764,Yogurt
13764,Rice
13764,Croissants
13764,Bananas
13764,Salmon
13764,Charcoal
13765,Wine
13765,Cheddar
13765,Soda
13765,Flour
13765,Onions
13765,Dish Soap
13766,Croissants
13766,Water
13766,Sugar
13767,Diapers
13767,Nuts
13767,Beer
13767,Spinach
13767,Tomatoes
13767,Apples
13767,Croissants
13768,Muffins
13768,Charcoal
13768,Onions
13768,Toilet Paper
13769,Bread
13769,Chips
13770,Muffins
13770,Butter
13770,Toilet Paper
13770,Pasta
13770,Chocolate
13770,Detergent
13770,Tomato Sauce
13771,Chicken
13771,Wine
13772,Cheddar
13772,Tomatoes
13772,Croissants
13772,Tea
13772,Popcorn
13773,Tofu
13773,Eggs
13773,Milk
13773,Bread
13773,Yogurt
13773,Detergent
13773,Onions
13773,Dish Soap
13774,Cream
13774,Coffee
13774,Tomato Sauce
13774,Dish Soap
13774,Sugar
13775,Wine
13775,Cheddar
13775,Cookies
13775,Bananas
13775,Charcoal
13776,Beef
13776,Tomatoes
13776,Toilet Paper
13776,Croissants
13776,Charcoal
13776,Dish Soap
13777,Muffins
13777,Wine
13777,Cheddar
13777,Yogurt
13777,Bread
13777,Tomato Sauce
13777,Onions
13778,Beef
13778,Nuts
13778,Milk
13778,Yogurt
13778,Soda
13778,Popcorn
13778,Tea
13778,Dish Soap
13779,Diapers
13779,Nuts
13779,Avocado
13779,Chips
13779,Croissants
13780,Beef
13780,Apples
13780,Soda
13780,Tomato Sauce
13780,Dish Soap
13781,Wine
13781,Cheddar
13781,Milk
13781,Bread
13781,Yogurt
13782,Wine
13782,Cheddar
13782,Chicken
13782,Rice
13782,Bagels
13782,Cookies
13782,Onions
13783,Butter
13783,Chicken
13783,Coffee
13783,Detergent
13783,Bagels
13783,Sugar
13784,Yogurt
13784,Tomatoes
13784,Soap
13785,Tofu
13785,Avocado
13785,Cream
13785,Coffee
13785,Apples
13785,Rice
13785,Bagels
13785,Detergent
13785,Sugar
13786,Tofu
13786,Cheddar
13786,Yogurt
13786,Pasta
13786,Tortillas
13786,Flour
13786,Tomato Sauce
13786,Charcoal
13786,Sugar
13787,Spinach
13787,Tea
13788,Cheddar
13788,Water
13788,Tomatoes
13788,Popcorn
13788,Dish Soap
13789,Chicken
13789,Water
13789,Bread
13789,Chocolate
13789,Salmon
13789,Onions
13789,Popcorn
13790,Milk
13790,Tomatoes
13790,Yogurt
13790,Cookies
13790,Onions
13791,Eggs
13791,Chicken
13791,Bagels
13791,Popcorn
13791,Sugar
13792,Diapers
13792,Avocado
13792,Beer
13792,Milk
13792,Spinach
13792,Rice
13792,Soda
13792,Flour
13792,Charcoal
13793,Chips
13793,Bread
13793,Tortillas
13793,Flour
13793,Bananas
13793,Tomato Sauce
13794,Wine
13794,Tofu
13794,Chicken
13794,Water
13794,Soda
13794,Flour
13795,Butter
13795,Tofu
13795,Eggs
13795,Beer
13795,Spinach
13795,Tomatoes
13795,Bread
13795,Soda
13796,Diapers
13796,Cream
13796,Tomatoes
13796,Bread
13796,Pasta
13796,Tortillas
13796,Soda
13796,Bagels
13796,Tomato Sauce
13797,Muffins
13797,Diapers
13797,Beer
13797,Toilet Paper
13797,Cookies
13797,Dish Soap
13798,Nuts
13798,Cheddar
13798,Toilet Paper
13798,Tomatoes
13798,Chocolate
13798,Soda
13798,Popcorn
13799,Cookies
13799,Dish Soap
13800,Wine
13800,Tofu
13800,Spinach
13800,Yogurt
13800,Pasta
13800,Apples
13800,Flour
13800,Tomato Sauce
13800,Popcorn
13801,Muffins
13801,Beer
13801,Water
13801,Tomatoes
13801,Soap
13801,Popcorn
13802,Diapers
13802,Eggs
13802,Toilet Paper
13802,Croissants
13802,Popcorn
13802,Dish Soap
13803,Bread
13803,Onions
13803,Cream
13803,Soda
13804,Avocado
13804,Bagels
13804,Toilet Paper
13804,Soap
13805,Diapers
13805,Eggs
13805,Beer
13806,Bagels
13806,Detergent
13807,Diapers
13807,Coffee
13807,Rice
13807,Popcorn
13807,Sugar
13808,Apples
13808,Spinach
13808,Tofu
13809,Nuts
13809,Tomatoes
13810,Cheddar
13810,Tea
13810,Wine
13811,Tofu
13811,Eggs
13811,Cream
13811,Water
13811,Soda
13811,Croissants
13811,Cookies
13811,Tea
13812,Muffins
13812,Eggs
13812,Water
13812,Bagels
13813,Muffins
13813,Diapers
13813,Beer
13813,Cream
13813,Water
13813,Bread
13813,Dish Soap
13814,Chips
13814,Charcoal
13814,Cream
13814,Tomato Sauce
13815,Coffee
13815,Yogurt
13815,Sugar
13816,Diapers
13816,Yogurt
13816,Tortillas
13816,Soda
13816,Rice
13816,Tomato Sauce
13816,Tea
13817,Wine
13817,Cheddar
13817,Bagels
13817,Tomato Sauce
13817,Tea
13818,Yogurt
13818,Beef
13818,Popcorn
13819,Butter
13819,Cookies
13820,Tortillas
13820,Rice
13820,Croissants
13820,Tomato Sauce
13820,Tea
13821,Water
13821,Apples
13821,Tortillas
13821,Detergent
13821,Cookies
13822,Tofu
13822,Chips
13822,Milk
13822,Spinach
13822,Toilet Paper
13822,Croissants
13822,Flour
13823,Soap
13823,Tomatoes
13823,Dish Soap
13823,Sugar
13824,Soap
13824,Avocado
13824,Toilet Paper
13824,Bananas
13825,Beef
13825,Cheddar
13825,Chips
13825,Bread
13825,Charcoal
13826,Soda
13826,Tea
13827,Muffins
13827,Diapers
13827,Tofu
13827,Cheddar
13827,Beer
13827,Chicken
13827,Cream
13827,Pasta
13827,Tortillas
13828,Chips
13828,Onions
13828,Cookies
13829,Diapers
13829,Beer
13829,Pasta
13829,Soap
13829,Bread
13829,Croissants
13829,Cookies
13830,Cheddar
13830,Water
13830,Tomatoes
13830,Yogurt
13830,Tortillas
13830,Sugar
13831,Muffins
13831,Tofu
13831,Wine
13831,Cheddar
13831,Croissants
13832,Wine
13832,Cheddar
13832,Cream
13832,Bread
13832,Chocolate
13832,Croissants
13833,Diapers
13833,Butter
13833,Chips
13833,Cream
13833,Toilet Paper
13833,Coffee
13833,Rice
13833,Apples
13833,Sugar
13834,Eggs
13834,Water
13834,Tomatoes
13834,Bread
13834,Coffee
13834,Yogurt
13834,Sugar
13835,Yogurt
13835,Chips
13835,Chicken
13835,Tomato Sauce
13836,Beef
13836,Nuts
13836,Avocado
13836,Chicken
13836,Cream
13836,Soap
13836,Flour
13836,Detergent
13837,Yogurt
13837,Chocolate
13837,Croissants
13837,Detergent
13837,Flour
13838,Wine
13838,Milk
13838,Toilet Paper
13838,Rice
13838,Apples
13838,Detergent
13838,Onions
13839,Cheddar
13839,Spinach
13839,Soda
13839,Tomatoes
13840,Cheddar
13840,Chicken
13840,Toilet Paper
13840,Bread
13840,Tortillas
13840,Rice
13840,Onions
13841,Diapers
13841,Beer
13841,Toilet Paper
13842,Detergent
13842,Tomatoes
13843,Beef
13843,Toilet Paper
13843,Rice
13843,Apples
13843,Bananas
13843,Charcoal
13844,Beef
13844,Bread
13844,Chocolate
13844,Cookies
13844,Flour
13844,Salmon
13844,Onions
13845,Cheddar
13845,Milk
13845,Croissants
13845,Wine
13846,Avocado
13846,Chocolate
13846,Butter
13846,Wine
13847,Diapers
13847,Pasta
13847,Cookies
13847,Tomato Sauce
13847,Popcorn
13847,Sugar
13848,Chicken
13848,Bananas
13849,Diapers
13849,Beer
13849,Chicken
13849,Soap
13849,Coffee
13849,Soda
13849,Chocolate
13849,Bagels
13849,Sugar
13850,Avocado
13850,Spinach
13850,Bananas
13850,Coffee
13850,Soda
13850,Tomato Sauce
13850,Onions
13850,Sugar
13851,Chicken
13851,Tofu
13851,Tomato Sauce
13852,Soap
13852,Chocolate
13852,Tea
13852,Cookies
13853,Diapers
13853,Wine
13853,Tofu
13853,Cheddar
13853,Beer
13853,Toilet Paper
13853,Soap
13853,Rice
13854,Cheddar
13854,Cookies
13855,Avocado
13855,Tomato Sauce
13856,Diapers
13856,Beer
13856,Milk
13856,Chocolate
13857,Cheddar
13857,Eggs
13858,Butter
13858,Eggs
13858,Spinach
13858,Coffee
13858,Bagels
13858,Onions
13859,Muffins
13859,Beef
13859,Detergent
13859,Tomato Sauce
13859,Charcoal
13860,Eggs
13860,Beef
13860,Butter
13861,Diapers
13861,Chicken
13861,Soap
13861,Apples
13861,Bagels
13861,Popcorn
13862,Avocado
13862,Eggs
13862,Apples
13862,Croissants
13862,Tomato Sauce
13862,Salmon
13862,Tea
13863,Cream
13863,Butter
13863,Tofu
13864,Chips
13864,Sugar
13865,Muffins
13865,Toilet Paper
13865,Cookies
13865,Onions
13865,Tea
13866,Tofu
13866,Milk
13866,Apples
13866,Cookies
13867,Muffins
13867,Diapers
13867,Chicken
13867,Milk
13867,Toilet Paper
13868,Muffins
13868,Eggs
13868,Water
13868,Yogurt
13868,Onions
13869,Wine
13869,Chicken
13869,Soap
13869,Bananas
13869,Charcoal
13870,Cream
13870,Dish Soap
13871,Muffins
13871,Nuts
13871,Cream
13871,Pasta
13871,Yogurt
13871,Tomato Sauce
13871,Tea
13872,Muffins
13872,Cheddar
13872,Soap
13872,Soda
13872,Detergent
13872,Tomato Sauce
13873,Eggs
13873,Chicken
13873,Pasta
13873,Croissants
13873,Tomato Sauce
13874,Coffee
13874,Cheddar
13874,Tomato Sauce
13874,Pasta
13875,Tofu
13875,Water
13875,Toilet Paper
13875,Soda
13875,Bananas
13875,Tea
13875,Popcorn
13875,Sugar
13876,Wine
13876,Nuts
13876,Cheddar
13876,Cream
13876,Soda
13877,Avocado
13877,Yogurt
13877,Water
13877,Dish Soap
13878,Muffins
13878,Cheddar
13878,Spinach
13878,Yogurt
13878,Soap
13878,Dish Soap
13879,Muffins
13879,Diapers
13879,Cheddar
13879,Coffee
13879,Cookies
13879,Bananas
13879,Bagels
13879,Sugar
13880,Diapers
13880,Cheddar
13880,Eggs
13880,Beer
13880,Chicken
13880,Water
13880,Coffee
13880,Detergent
13880,Tomato Sauce
13880,Sugar
13881,Water
13881,Soda
13881,Flour
13881,Bagels
13881,Sugar
13882,Nuts
13882,Spinach
13882,Tomatoes
13882,Soap
13882,Cookies
13882,Dish Soap
13883,Diapers
13883,Butter
13883,Wine
13883,Chips
13883,Milk
13883,Tomatoes
13883,Pasta
13883,Tomato Sauce
13883,Dish Soap
13884,Diapers
13884,Beef
13884,Butter
13884,Wine
13884,Cheddar
13884,Tomatoes
13884,Soap
13884,Detergent
13885,Soap
13885,Onions
13886,Toilet Paper
13886,Tortillas
13886,Soda
13886,Flour
13886,Salmon
13886,Charcoal
13886,Sugar
13887,Avocado
13887,Milk
13887,Tomatoes
13887,Coffee
13887,Bread
13887,Yogurt
13887,Onions
13887,Sugar
13888,Cheddar
13888,Chips
13889,Toilet Paper
13889,Coffee
13889,Bagels
13889,Salmon
13889,Charcoal
13889,Onions
13889,Sugar
13890,Cheddar
13890,Spinach
13890,Sugar
13891,Cheddar
13891,Toilet Paper
13891,Bread
13891,Yogurt
13891,Coffee
13891,Rice
13891,Onions
13891,Sugar
13892,Diapers
13892,Water
13892,Soap
13892,Tortillas
13892,Flour
13893,Muffins
13893,Beef
13893,Chicken
13893,Cream
13893,Onions
13893,Tea
13893,Dish Soap
13894,Pasta
13894,Beef
13894,Tomato Sauce
13894,Sugar
13895,Butter
13895,Tofu
13895,Nuts
13895,Cream
13895,Water
13895,Flour
13895,Onions
13895,Tea
13896,Beef
13896,Wine
13896,Cheddar
13896,Eggs
13896,Chicken
13896,Yogurt
13896,Tortillas
13896,Apples
13896,Charcoal
13897,Tofu
13897,Avocado
13897,Spinach
13897,Coffee
13897,Pasta
13897,Yogurt
13897,Apples
13897,Soda
13897,Tomato Sauce
13898,Chips
13898,Chicken
13898,Water
13898,Dish Soap
13899,Muffins
13899,Diapers
13899,Eggs
13899,Chicken
13899,Coffee
13899,Soap
13899,Detergent
13899,Sugar
13900,Apples
13900,Tomato Sauce
13901,Chips
13901,Tomato Sauce
13902,Beef
13902,Butter
13902,Nuts
13902,Milk
13902,Spinach
13902,Pasta
13902,Yogurt
13902,Bread
13902,Tomato Sauce
13903,Cream
13903,Tea
13904,Cheddar
13904,Bread
13904,Dish Soap
13905,Diapers
13905,Beer
13905,Milk
13905,Tomatoes
13905,Yogurt
13905,Bread
13905,Bananas
13905,Charcoal
13905,Popcorn
13906,Beef
13906,Tofu
13906,Nuts
13906,Tomatoes
13906,Cookies
13906,Salmon
13907,Soap
13907,Toilet Paper
13907,Popcorn
13908,Soap
13908,Butter
13909,Cream
13909,Toilet Paper
13909,Nuts
13910,Salmon
13910,Chicken
13910,Butter
13910,Tomatoes
13911,Charcoal
13911,Rice
13911,Beef
13911,Soda
13912,Spinach
13912,Chocolate
13912,Cookies
13912,Onions
13912,Dish Soap
13913,Muffins
13913,Beef
13913,Bread
13913,Rice
13913,Soda
13913,Croissants
13914,Cheddar
13914,Eggs
13914,Sugar
13915,Yogurt
13915,Salmon
13915,Dish Soap
13916,Cheddar
13916,Wine
13916,Sugar
13917,Nuts
13917,Cream
13917,Water
13917,Bread
13917,Tortillas
13917,Bananas
13917,Salmon
13918,Tofu
13918,Avocado
13918,Coffee
13918,Salmon
13918,Charcoal
13918,Sugar
13919,Tea
13919,Detergent
13919,Tomatoes
13920,Muffins
13920,Avocado
13920,Spinach
13920,Bread
13920,Croissants
13920,Bagels
13920,Onions
13921,Avocado
13921,Spinach
13921,Croissants
13922,Muffins
13922,Beef
13922,Cream
13922,Spinach
13922,Toilet Paper
13922,Bread
13922,Soda
13923,Butter
13923,Wine
13923,Chips
13923,Coffee
13923,Soap
13923,Pasta
13923,Croissants
13923,Tomato Sauce
13923,Onions
13923,Sugar
13924,Beef
13924,Wine
13924,Tofu
13924,Cheddar
13924,Tomatoes
13925,Soap
13925,Onions
13925,Rice
13925,Dish Soap
13926,Spinach
13926,Water
13926,Toilet Paper
13926,Soda
13926,Croissants
13926,Bagels
13926,Flour
13926,Detergent
13927,Wine
13927,Nuts
13927,Cheddar
13927,Dish Soap
13927,Yogurt
13927,Soda
13927,Cookies
13927,Popcorn
13928,Coffee
13928,Onions
13928,Flour
13928,Sugar
13929,Chips
13929,Apples
13929,Butter
13930,Diapers
13930,Tofu
13930,Nuts
13930,Eggs
13930,Beer
13930,Water
13931,Diapers
13931,Nuts
13931,Beer
13931,Cream
13931,Chicken
13931,Tomatoes
13931,Yogurt
13931,Rice
13931,Soda
13932,Diapers
13932,Wine
13932,Cheddar
13932,Beer
13932,Milk
13932,Toilet Paper
13932,Chocolate
13932,Flour
13932,Onions
13933,Salmon
13933,Sugar
13934,Tofu
13934,Cheddar
13934,Avocado
13934,Soap
13934,Detergent
13934,Dish Soap
13934,Sugar
13935,Wine
13935,Cheddar
13935,Milk
13935,Chicken
13935,Soap
13935,Coffee
13935,Cookies
13935,Onions
13935,Sugar
13936,Soap
13936,Cheddar
13936,Wine
13937,Rice
13937,Croissants
13937,Butter
13938,Muffins
13938,Avocado
13938,Milk
13938,Rice
13938,Chocolate
13938,Bagels
13938,Tomato Sauce
13939,Nuts
13939,Wine
13939,Cheddar
13939,Toilet Paper
13939,Tomatoes
13939,Bananas
13939,Cookies
13939,Tomato Sauce
13940,Croissants
13940,Wine
13940,Bananas
13941,Milk
13941,Water
13942,Beef
13942,Chicken
13942,Apples
13942,Tomato Sauce
13942,Sugar
13943,Beef
13943,Avocado
13943,Chips
13943,Water
13943,Coffee
13943,Charcoal
13943,Sugar
13944,Tofu
13944,Avocado
13944,Tomatoes
13944,Coffee
13944,Onions
13944,Sugar
13945,Tofu
13945,Spinach
13945,Chocolate
13945,Croissants
13945,Soda
13946,Wine
13946,Nuts
13946,Cheddar
13946,Toilet Paper
13946,Tortillas
13946,Bagels
13946,Salmon
13946,Dish Soap
13947,Eggs
13947,Milk
13947,Bread
13947,Salmon
13947,Onions
13948,Muffins
13948,Milk
13948,Detergent
13949,Tortillas
13949,Chocolate
13949,Bagels
13949,Bananas
13950,Coffee
13950,Milk
13950,Soda
13950,Sugar
13951,Diapers
13951,Beer
13951,Spinach
13951,Soda
13951,Charcoal
13951,Dish Soap
13952,Tomatoes
13952,Pasta
13952,Soap
13952,Chocolate
13952,Cookies
13952,Tomato Sauce
13953,Chips
13953,Chicken
13953,Water
13953,Toilet Paper
13953,Dish Soap
13954,Coffee
13954,Beer
13954,Diapers
13954,Sugar
13955,Salmon
13955,Chicken
13955,Toilet Paper
13955,Wine
13956,Cheddar
13956,Tortillas
13956,Rice
13956,Tomato Sauce
13956,Popcorn
13957,Pasta
13957,Tomato Sauce
13958,Cheddar
13958,Tomatoes
13958,Salmon
13958,Tea
13958,Dish Soap
13959,Beef
13959,Wine
13959,Cheddar
13959,Chicken
13959,Bagels
13959,Tomato Sauce
13959,Charcoal
13959,Tea
13959,Dish Soap
13960,Beef
13960,Butter
13960,Chips
13960,Beer
13960,Bagels
13960,Onions
13960,Sugar
13961,Soap
13961,Chips
13961,Toilet Paper
13961,Nuts
13962,Beef
13962,Avocado
13962,Bread
13962,Cookies
13962,Detergent
13963,Tofu
13963,Croissants
13963,Wine
13964,Butter
13964,Nuts
13964,Spinach
13964,Soap
13964,Coffee
13964,Soda
13964,Tea
13964,Dish Soap
13964,Sugar
13965,Yogurt
13965,Charcoal
13966,Beer
13966,Water
13966,Coffee
13966,Soap
13966,Chocolate
13966,Detergent
13966,Charcoal
13966,Sugar
13967,Apples
13967,Croissants
13967,Bananas
13967,Beef
13968,Eggs
13968,Chicken
13968,Bread
13968,Coffee
13968,Charcoal
13969,Tofu
13969,Eggs
13969,Water
13969,Tomatoes
13969,Cookies
13969,Dish Soap
13970,Salmon
13970,Yogurt
13971,Beef
13971,Tofu
13971,Chicken
